Date;Heure;Probleme;Name;satisfiedCost;undeliveredCost;travelCost;distanceCost;firstDeliveryCost;maxfirstDelivery;clientWaitingCost;driverUsed;underWorkCost;overTimeCost;Depot;runtime;MAX_OVERTIME;INTRA_ORDER_DELIVERY;INTER_ORDER_DELIVERY;FIRST_DEL_MAX_ARRIVAL;LOCAL_SEARCH;NO_SHIFT_LIMIT;TIME_LIMIT
2023-8-20;3:53:5;cq;20201021;1160.5;0;5232.23;4732.41;0;0;0;63;0;0;6;3616561;99999999;25;25;60;1;1;3600000
2023-8-20;3:53:12;cq;20201109;1746.5;0;12620.2;11549.3;0;0;0;93;0;0;7;3623721;99999999;25;25;60;1;1;3600000
2023-8-20;3:53:15;cq;20201128;776;0;2208.92;1610.29;0;0;0;27;0;0;3;3627368;99999999;25;25;60;1;1;3600000
2023-8-20;3:53:16;cq;20201125;2425;0;17819.8;16545.8;21.3577;8.97667;20;133;0;0;7;3616412;99999999;25;25;60;1;1;3600000
2023-8-20;3:53:17;cq;20201130;2327.5;0;14225.5;12691.1;0;0;24;116;0;0;6;3628347;99999999;25;25;60;1;1;3600000
2023-8-20;3:53:17;cq;20201114;388;0;1603.38;1295.33;0;0;0;13;0;0;2;3615705;99999999;25;25;60;1;1;3600000
2023-8-20;3:53:29;cq;20201007;2512.5;0;13542.7;12329.5;0;0;0;126;0;0;8;3604303;99999999;25;25;60;1;1;3600000
2023-8-20;3:53:36;cq;20201123;2595;0;17623.7;16231;10.5538;10.5538;26;125;0;0;7;3611433;99999999;25;25;60;1;1;3600000
2023-8-20;3:53:39;cq;20201024;937.5;0;3787.98;3416.15;0;0;0;28;0;0;3;3650270;99999999;25;25;60;1;1;3600000
2023-8-20;3:53:43;cq;20201003;613.5;0;3140.54;3202.85;0;0;0;28;0;0;3;3654646;99999999;25;25;60;1;1;3600000
2023-8-20;3:53:58;cq;20201009;3229;0;18368.1;16845;108.913;31.3483;0;128;0;0;8;3852362;99999999;20;25;60;1;1;3600000
2023-8-20;3:55:21;cq;20201002;2893.5;0;16612;15374.5;7.38643;4.84667;0;130;0;0;8;3608699;99999999;25;25;60;1;1;3600000
2023-8-20;3:55:29;cq;20201124;2685.5;0;16103.4;14532.2;37.0324;11.0491;40;121;0;0;8;3617057;99999999;25;25;60;1;1;3600000
2023-8-20;3:55:45;cq;20201020;2673;0;15730.5;15081.4;4.455;3.27667;22;119;0;0;8;3638613;99999999;25;25;60;1;1;3600000
2023-8-20;3:55:55;cq;20201116;2939.5;0;20550.6;18824.6;66.3358;17.671;7;133;0;0;7;3640315;99999999;25;25;60;1;1;3600000
