WEEK;DATE;TRUCK_NBR;DRIVER_NBR;ORDER_ID;BEGIN;END;t1;t2;QUANTITY
40;2020-10-01;462;15398,0;924946;09:00:04;18:31:45;12,33;12,33;4,0
40;2020-10-01;463;15392,0;922758;07:21:09;16:04:57;96,685;12,121666666666666;8,0
40;2020-10-01;463;15392,0;925059;07:21:09;16:04:57;114,24833333333332;114,24833333333332;8,0
40;2020-10-01;463;15392,0;925548;07:21:09;16:04:57;118,615;118,615;5,0
40;2020-10-01;467;15467,0;921362;06:46:46;15:53:55;21,31;21,31;16,0
40;2020-10-01;467;15467,0;922328;06:46:46;15:53:55;12,25;12,25;8,0
40;2020-10-01;467;15467,0;925645;06:46:46;15:53:55;11,83;11,83;7,0
40;2020-10-01;468;2068,0;924553;07:13:35;15:33:01;69,34166666666667;69,34166666666667;12,0
40;2020-10-01;468;2068,0;925561;07:13:35;15:33:01;41,175;41,175;11,0
40;2020-10-01;468;2068,0;926058;07:13:35;15:33:01;31,765;31,765;12,0
40;2020-10-01;469;14347,0;921577;07:07:19;15:46:07;51,57666666666667;51,57666666666667;6,0
40;2020-10-01;469;14347,0;924154;07:07:19;15:46:07;154,73000000000002;154,73000000000002;24,0
40;2020-10-01;470;2118,0;925411;06:34:11;16:19:44;37,50666666666667;37,50666666666667;6,0
40;2020-10-01;470;2118,0;925730;06:34:11;16:19:44;34,019999999999996;34,019999999999996;2,5
40;2020-10-01;470;2118,0;926136;06:34:11;16:19:44;85,47666666666667;85,47666666666667;5,5
40;2020-10-01;470;15605,0;924901;07:35:20;00:57:01;44,255;44,255;8,0
40;2020-10-01;476;2026,0;923276;06:37:45;16:44:22;32,78333333333333;32,78333333333333;10,5
40;2020-10-01;476;2026,0;924553;06:37:45;16:44:22;69,34166666666667;69,34166666666667;12,0
40;2020-10-01;476;2026,0;926178;06:37:45;16:44:22;67,82666666666667;67,82666666666667;11,0
40;2020-10-01;478;7000013,0;919535;07:28:57;18:20:47;71,615;71,615;10,5
40;2020-10-01;478;7000013,0;923491;07:28:57;18:20:47;41,098333333333336;41,098333333333336;11,0
40;2020-10-01;478;7000013,0;925561;07:28:57;18:20:47;41,175;41,175;8,0
40;2020-10-01;478;7000013,0;926058;07:28:57;18:20:47;31,765;31,765;12,0
40;2020-10-01;482;14340,0;924154;07:05:25;16:16:42;154,73000000000002;154,73000000000002;17,0
40;2020-10-01;482;14340,0;924295;07:05:25;16:16:42;69,32833333333333;69,32833333333333;7,5
